val_acc,num_params,train_all_time,train_per_time,val_per_time,val_all_time,prediction_time,error
-40.46666668,1.080616,18897.20132,94.4860066,0.579774204,115.9548409,95.0657808,0.595333333
-42.80000006,1.295656,18890.15249,94.45076247,0.593418593,118.6837186,95.04418107,0.571999999
-41.26666671,1.080616,18892.74469,94.46372343,0.57377778,114.7555559,95.03750121,0.587333333
-42.63333325,1.080616,18879.92006,94.39960029,0.572603846,114.5207691,94.97220413,0.573666667
-41.09999984,1.080616,18833.347,94.166735,0.572362396,114.4724791,94.73909739,0.589000002
-45.76666665,0.678536,18844.05119,94.22025595,0.517215654,103.4431308,94.7374716,0.542333334
-41.66666661,1.080616,18824.41461,94.12207306,0.579144704,115.8289409,94.70121777,0.583333334
-42.06666661,1.080616,18816.11367,94.08056836,0.576802676,115.3605352,94.65737104,0.579333334
-45.6999999,0.678536,18781.14245,93.90571224,0.510670267,102.1340534,94.41638251,0.543000001
-44.83333318,0.678536,18763.87235,93.81936175,0.51321326,102.642652,94.33257501,0.551666668
-41.59999988,1.080616,18667.54139,93.33770697,0.570507845,114.101569,93.90821481,0.584000001
-42.99999993,0.893576,18663.46332,93.3173166,0.509253485,101.850697,93.82657008,0.570000001
-44.59999985,0.678536,18648.20981,93.24104905,0.503080623,100.6161247,93.74412967,0.554000002
-38.56666671,1.080616,18598.44224,92.9922112,0.56354123,112.708246,93.55575243,0.614333333
-42.23333317,1.080616,18592.15418,92.96077088,0.565823518,113.1647035,93.5265944,0.577666668
-45.29999986,0.678536,18585.41758,92.92708789,0.501783793,100.3567587,93.42887168,0.547000001
-45.6,0.678536,18555.62649,92.77813247,0.499178902,99.83578035,93.27731137,0.544
-33.56666661,1.295656,18526.55761,92.63278807,0.5973318,119.46636,93.23011987,0.664333334
-41.56666658,1.080616,18523.95845,92.61979227,0.56261128,112.522256,93.18240355,0.584333334
-44.43333318,0.678536,18533.5695,92.6678475,0.506747488,101.3494975,93.17459499,0.555666668
-36.83333326,1.080616,18509.69593,92.54847963,0.561357132,112.2714264,93.10983677,0.631666667
-44.76666658,1.080616,18499.51989,92.49759944,0.560609324,112.1218647,93.05820876,0.552333334
-45.73333329,0.678536,18509.43894,92.5471947,0.502945157,100.5890315,93.05013986,0.542666667
-40.86666661,1.080616,18497.21875,92.48609376,0.56018304,112.0366079,93.0462768,0.591333334
-39.80000004,1.080616,18493.02429,92.46512145,0.561674135,112.334827,93.02679559,0.602
-39.86666658,1.080616,18466.23535,92.33117676,0.560985308,112.1970616,92.89216206,0.601333334
-40.89999995,1.080616,18464.56045,92.32280227,0.553747444,110.7494889,92.87654972,0.591000001
-41.73333335,1.080616,18432.41678,92.1620839,0.56292587,112.585174,92.72500977,0.582666666
-45.43333338,1.080616,18430.84383,92.15421915,0.561513933,112.3027866,92.71573308,0.545666666
-43.63333338,1.080616,18422.60317,92.11301585,0.562508649,112.5017299,92.6755245,0.563666666
-44.6666667,0.678536,18430.40195,92.15200976,0.503119498,100.6238995,92.65512926,0.553333333
-40.96666658,1.080616,18408.05122,92.04025612,0.560618579,112.1237159,92.6008747,0.590333334
-41.13333332,1.080616,18402.74544,92.01372719,0.566074969,113.2149938,92.57980215,0.588666667
-40.29999995,1.295656,18398.71699,91.99358493,0.581426351,116.2852703,92.57501128,0.597000001
-44.23333319,0.678536,18411.39533,92.05697664,0.497896741,99.57934822,92.55487338,0.557666668
-44.69999998,0.865576,18393.60219,91.96801095,0.542656371,108.5312741,92.51066732,0.553
-44.90000002,0.678536,18398.66799,91.99333995,0.500182266,100.0364532,92.49352222,0.551
-46.13333321,0.678536,18391.96069,91.95980344,0.499627227,99.92544549,92.45943067,0.538666668
-43.06666665,1.080616,18363.45258,91.81726292,0.56006818,112.013636,92.3773311,0.569333334
-45.93333329,0.865576,18333.58673,91.66793364,0.541605796,108.3211592,92.20953944,0.540666667
-40.76666664,1.080616,18332.37859,91.66189297,0.542611507,108.5223014,92.20450447,0.592333334
-34.63333326,1.080616,18328.55095,91.64275474,0.5573289,111.4657801,92.20008364,0.653666667
-44.50000005,0.865576,18328.41184,91.64205922,0.542216512,108.4433024,92.18427574,0.554999999
-45.69999997,0.463496,18328.37317,91.64186585,0.480781562,96.1563124,92.12264741,0.543
-39.9333332,1.295656,18306.90625,91.53453123,0.584151016,116.8302032,92.11868224,0.600666668
-40.56666664,1.080616,18304.95633,91.52478163,0.534544166,106.9088333,92.0593258,0.594333334
-44.93333338,0.678536,18306.68128,91.5334064,0.493101645,98.6203289,92.02650804,0.550666666
-40.36666668,0.865576,18294.83261,91.47416305,0.546894572,109.3789145,92.02105763,0.596333333
-40.06666664,1.052616,18285.67092,91.42835459,0.569764517,113.9529034,91.99811911,0.599333334
-41.53333321,1.080616,18282.50638,91.41253189,0.56571852,113.1437039,91.97825041,0.584666668
-40.86666661,1.295656,18261.62395,91.30811977,0.587179731,117.4359461,91.8952995,0.591333334
-40.59999994,1.295656,18260.11929,91.30059645,0.578243157,115.6486314,91.8788396,0.594000001
-43.03333324,0.865576,18261.58296,91.30791482,0.536336599,107.2673198,91.84425142,0.569666668
-42.76666651,0.865576,18260.0321,91.3001605,0.54331358,108.662716,91.84347408,0.572333335
-44.63333327,0.865576,18243.67599,91.21837997,0.542540787,108.5081574,91.76092076,0.553666667
-44.76666659,0.463496,18254.22669,91.27113343,0.471253725,94.25074509,91.74238716,0.552333334
-43.59999993,0.865576,18238.94906,91.19474532,0.540348165,108.0696331,91.73509349,0.564000001
-43.43333333,0.865576,18234.49279,91.17246397,0.54358006,108.7160121,91.71604403,0.565666667
-43.8333332,0.865576,18186.16672,90.93083358,0.539583468,107.9166937,91.47041705,0.561666668
-40.39999984,0.865576,18179.06157,90.89530783,0.535959596,107.1919193,91.43126742,0.596000002
-40.00000002,0.865576,18176.63083,90.88315414,0.547961024,109.5922048,91.43111517,0.6
-40.23333323,0.865576,18157.60764,90.78803819,0.536479567,107.2959134,91.32451776,0.597666668
-45.8333332,0.865576,18148.16318,90.74081592,0.540371844,108.0743687,91.28118776,0.541666668
-43.79999996,0.463496,18117.31425,90.58657127,0.473863394,94.77267878,91.06043467,0.562
-42.73333324,0.865576,18097.44748,90.4872374,0.546277511,109.2555022,91.03351491,0.572666668
-41.99999994,1.295656,18085.20181,90.42600903,0.580770431,116.1540862,91.00677946,0.580000001
-42.56666669,0.463496,18104.48109,90.52240545,0.475225975,95.04519497,90.99763142,0.574333333
-45.26666662,0.865576,18082.38303,90.41191516,0.532187401,106.4374801,90.94410257,0.547333334
-41.36666655,1.295656,18060.52289,90.30261445,0.575911375,115.1822751,90.87852582,0.586333334
-35.99999986,1.052616,18058.73233,90.29366164,0.565008264,113.0016528,90.8586699,0.640000001
-42.30000003,0.865576,18060.16196,90.30080978,0.539876109,107.9752217,90.84068589,0.577
-38.36666666,0.865576,18053.5797,90.2678985,0.54505447,109.010894,90.81295297,0.616333333
-41.93333332,0.865576,18053.66805,90.26834023,0.544490344,108.8980688,90.81283058,0.580666667
-40.93333331,0.865576,18050.85875,90.25429375,0.536265186,107.2530372,90.79055893,0.590666667
-37.79999989,1.052616,18008.52071,90.04260356,0.574793397,114.9586793,90.61739695,0.622000001
-42.23333317,1.295656,17963.06944,89.81534722,0.576229414,115.2458828,90.39157663,0.577666668
-40.9333333,0.865576,17922.5074,89.61253702,0.545696814,109.1393627,90.15823383,0.590666667
-38.96666671,1.295656,17881.64787,89.40823934,0.570372091,114.0744182,89.97861143,0.610333333
-45.09999999,0.678536,17899.39488,89.49697439,0.466430163,93.28603268,89.96340456,0.549
-43.36666658,0.865576,17885.68186,89.42840932,0.530968417,106.1936835,89.95937774,0.566333334
-41.66666656,0.865576,17881.68129,89.40840644,0.545201225,109.040245,89.95360766,0.583333334
-40.73333329,1.052616,17874.24464,89.37122322,0.575375073,115.0750147,89.94659829,0.592666667
-39.86666662,0.865576,17881.59511,89.40797555,0.524190617,104.8381233,89.93216617,0.601333334
-42.03333335,0.865576,17873.94983,89.36974913,0.543958013,108.7916027,89.91370714,0.579666666
-44.46666669,0.463496,17883.10713,89.41553565,0.466759465,93.35189308,89.88229512,0.555333333
-45.40000002,0.865576,17868.93625,89.34468126,0.527402176,105.4804352,89.87208344,0.546
-41.03333318,1.052616,17854.23281,89.27116406,0.574509006,114.9018012,89.84567306,0.589666668
-41.19999989,0.865576,17856.7198,89.28359901,0.539084853,107.8169707,89.82268386,0.588000001
-44.49999999,0.865576,17835.17741,89.17588704,0.524878783,104.9757566,89.70076582,0.555
-39.69999987,0.865576,17821.57029,89.10785147,0.530271431,106.0542863,89.6381229,0.603000001
-43.53333331,0.463496,17834.39639,89.17198197,0.465361605,93.07232107,89.63734357,0.564666667
-45.70000002,1.295656,17806.56699,89.03283497,0.563013715,112.6027431,89.59584869,0.543
-41.09999988,0.865576,17812.22197,89.06110987,0.524583684,104.9167367,89.58569355,0.589000001
-40.19999992,1.295656,17804.125,89.02062499,0.561293415,112.2586829,89.5819184,0.598000001
-42.73333317,0.865576,17809.61054,89.0480527,0.530171607,106.0343214,89.57822431,0.572666668
-42.59999993,0.865576,17808.2212,89.04110602,0.524078541,104.8157082,89.56518456,0.574000001
-44.49999992,0.865576,17801.71685,89.00858426,0.525644432,105.1288864,89.5342287,0.555000001
-45.3999999,1.080616,17789.37724,88.94688619,0.56108675,112.21735,89.50797294,0.546000001
-44.09999986,0.865576,17789.30736,88.94653681,0.527624077,105.5248155,89.47416088,0.559000001
-43.83333322,0.865576,17786.17463,88.93087313,0.52755184,105.510368,89.45842497,0.561666668
-44.83333331,0.865576,17782.8617,88.9143085,0.52157103,104.314206,89.43587953,0.551666667
-43.46666663,1.295656,17770.9751,88.85487551,0.557859271,111.5718542,89.41273478,0.565333334
-45.40000002,0.865576,17768.34469,88.84172347,0.526477832,105.2955665,89.3682013,0.546
-43.43333334,0.865576,17766.04337,88.83021683,0.526803269,105.3606537,89.35702009,0.565666667
-44.43333335,0.865576,17759.15754,88.79578769,0.523079331,104.6158661,89.31886702,0.555666666
-41.59999984,0.865576,17757.62719,88.78813597,0.527108433,105.4216865,89.3152444,0.584000002
-36.70000003,1.080616,17751.83275,88.75916375,0.555510991,111.1021982,89.31467474,0.633
-41.46666665,0.865576,17756.09109,88.78045543,0.533036745,106.6073489,89.31349217,0.585333334
-42.03333317,0.865576,17755.97016,88.77985082,0.523221646,104.6443292,89.30307247,0.579666668
-35.76666658,0.248456,17741.96571,88.70982854,0.451172822,90.23456437,89.16100136,0.642333334
-44.20000005,0.865576,17726.07178,88.63035891,0.528322167,105.6644334,89.15868107,0.557999999
-41.86666654,0.865576,17723.78116,88.6189058,0.530070978,106.0141955,89.14897677,0.581333335
-41.19999994,0.865576,17720.44984,88.60224918,0.540225533,108.0451066,89.14247471,0.588000001
-39.53333334,1.052616,17713.55678,88.56778388,0.566245467,113.2490935,89.13402934,0.604666667
-45.56666653,0.865576,17720.65959,88.60329794,0.524802254,104.9604508,89.12810019,0.544333335
-46.03333323,1.080616,17700.40012,88.50200062,0.557373616,111.4747231,89.05937423,0.539666668
-45.46666666,0.865576,17703.58926,88.51794629,0.526154854,105.2309707,89.04410114,0.545333333
-41.99999997,0.865576,17689.28181,88.44640904,0.520898887,104.1797774,88.96730793,0.58
-42.93333338,0.865576,17672.3847,88.3619235,0.529387438,105.8774877,88.89131094,0.570666666
-28.93333329,1.080616,17657.32573,88.28662863,0.555495323,111.0990647,88.84212395,0.710666667
-44.86666662,0.650536,17660.69377,88.30346886,0.503924336,100.7848672,88.8073932,0.551333334
-40.76666664,1.080616,17645.0408,88.22520399,0.5623627,112.47254,88.78756669,0.592333334
-43.6666666,0.650536,17646.47255,88.23236274,0.505771548,101.1543097,88.73813429,0.563333334
-43.06666659,0.865576,17640.07593,88.20037965,0.531368828,106.2737656,88.73174848,0.569333334
-40.63333329,1.080616,17633.58723,88.16793614,0.559238601,111.8477201,88.72717475,0.593666667
-40.06666669,0.865576,17639.38213,88.19691065,0.515826195,103.1652389,88.71273684,0.599333333
-42.86666672,0.650536,17633.06458,88.16532288,0.505384919,101.0769837,88.6707078,0.571333333
-41.13333338,1.080616,17618.9854,88.09492698,0.547291577,109.4583154,88.64221856,0.588666666
-40.29999992,1.052616,17612.72086,88.06360432,0.570891968,114.1783936,88.63449629,0.597000001
-42.16666667,0.865576,17620.6112,88.103056,0.526767707,105.3535414,88.62982371,0.578333333
-42.16666653,0.865576,17622.15804,88.11079019,0.500928152,100.1856303,88.61171834,0.578333335
-41.19999991,0.865576,17611.31019,88.05655094,0.527729584,105.5459169,88.58428052,0.588000001
-40.23333318,0.837576,17609.50171,88.04750855,0.533126662,106.6253325,88.58063522,0.597666668
-43.83333338,1.080616,17602.66249,88.01331246,0.561105318,112.2210635,88.57441778,0.561666666
-40.79999998,0.865576,17603.49412,88.01747059,0.525580258,105.1160516,88.54305084,0.592
-43.93333331,0.650536,17606.64262,88.03321311,0.504647839,100.9295678,88.53786095,0.560666667
-39.53333321,1.080616,17595.41551,87.97707757,0.548879281,109.7758562,88.52595685,0.604666668
-40.16666668,0.650536,17603.80005,88.01900026,0.506548517,101.3097034,88.52554877,0.598333333
-45.06666673,1.080616,17595.75323,87.97876614,0.546507982,109.3015964,88.52527412,0.549333333
-45.23333332,0.650536,17588.25356,87.94126778,0.501762225,100.352445,88.44303,0.547666667
-41.09999994,0.865576,17585.61709,87.92808547,0.503320416,100.6640833,88.43140589,0.589000001
-38.93333331,0.837576,17573.81477,87.86907384,0.529852835,105.970567,88.39892668,0.610666667
-40.43333327,0.837576,17573.82598,87.8691299,0.526016394,105.2032787,88.3951463,0.595666667
-42.69999991,0.865576,17576.92108,87.88460539,0.49861027,99.722054,88.38321566,0.573000001
-38.49999994,1.052616,17565.49266,87.82746329,0.553576561,110.7153123,88.38103985,0.615000001
-45.19999988,1.080616,17563.01705,87.81508524,0.540658343,108.1316686,88.35574358,0.548000001
-41.06666654,0.865576,17558.25576,87.79127879,0.529426113,105.8852226,88.32070491,0.589333335
-32.26666666,1.052616,17551.57932,87.7578966,0.54986951,109.973902,88.30776611,0.677333333
-44.76666666,0.650536,17554.18535,87.77092676,0.51072802,102.1456041,88.28165478,0.552333333
-44.23333333,0.650536,17550.65696,87.75328481,0.497130166,99.42603316,88.25041498,0.557666667
-36.86666653,0.837576,17543.11878,87.71559391,0.530534106,106.1068211,88.24612802,0.631333335
-43.26666652,0.650536,17542.76094,87.71380468,0.506222156,101.2444312,88.22002683,0.567333335
-42.16666654,1.080616,17530.93594,87.65467972,0.546676322,109.3352645,88.20135605,0.578333335
-34.86666659,1.052616,17526.3106,87.631553,0.560067001,112.0134003,88.19162,0.651333334
-43.03333338,0.865576,17534.95244,87.67476218,0.498798151,99.75963014,88.17356033,0.569666666
-33.36666662,1.052616,17519.46002,87.59730012,0.555003938,111.0007875,88.15230406,0.666333334
-41.29999998,1.080616,17518.57075,87.59285373,0.547881654,109.5763309,88.14073539,0.587
-40.03333333,1.052616,17507.53837,87.53769184,0.573301518,114.6603036,88.11099336,0.599666667
-38.86666673,0.837576,17513.98381,87.56991906,0.531604707,106.3209414,88.10152377,0.611333333
-44.46666656,0.650536,17508.79781,87.54398907,0.505911902,101.1823804,88.04990097,0.555333334
-44.96666672,0.650536,17507.05743,87.53528714,0.507216157,101.4432314,88.0425033,0.550333333
-41.16666668,0.837576,17489.51209,87.44756045,0.533357607,106.6715213,87.98091806,0.588333333
-45.0333332,1.080616,17474.31896,87.37159479,0.545527242,109.1054484,87.91712203,0.549666668
-40.79999984,0.865576,17475.25489,87.37627446,0.521599303,104.3198606,87.89787376,0.592000002
-40.76666663,0.650536,17475.25369,87.37626843,0.5086142,101.7228399,87.88488263,0.592333334
-45.26666667,0.650536,17474.81294,87.37406471,0.499406462,99.88129241,87.87347117,0.547333333
-40.43333333,1.080616,17463.76489,87.31882445,0.546742759,109.3485519,87.86556721,0.595666667
-46.40000006,1.080616,17461.66871,87.30834354,0.546142762,109.2285524,87.8544863,0.535999999
-44.90000002,0.650536,17467.35862,87.33679312,0.495973338,99.19466768,87.83276646,0.551
-42.46666658,1.080616,17456.09759,87.28048795,0.547964684,109.5929367,87.82845264,0.575333334
-44.19999988,0.650536,17464.72011,87.32360057,0.500549778,100.1099556,87.82415034,0.558000001
-42.60000006,0.837576,17452.57315,87.26286577,0.525142997,105.0285993,87.78800877,0.573999999
-45.16666652,0.650536,17446.4532,87.23226599,0.504771279,100.9542557,87.73703727,0.548333335
-44.73333325,1.080616,17434.29809,87.17149044,0.55601165,111.2023299,87.72750209,0.552666667
-40.99999987,1.080616,17435.46044,87.17730218,0.547020943,109.4041886,87.72432312,0.590000001
-43.39999985,0.650536,17442.19551,87.21097757,0.497609886,99.52197722,87.70858745,0.566000002
-45.09999995,0.650536,17439.2448,87.196224,0.49589958,99.17991604,87.69212358,0.549000001
-46.26666655,1.080616,17425.66611,87.12833057,0.543576404,108.7152808,87.67190697,0.537333334
-33.09999996,0.837576,17424.52144,87.12260721,0.534965052,106.9930104,87.65757226,0.669
-38.36666652,1.052616,17414.15014,87.07075072,0.558482252,111.6964504,87.62923297,0.616333335
-44.26666669,0.650536,17416.74212,87.08371059,0.499763838,99.95276758,87.58347443,0.557333333
-40.90000004,0.837576,17409.23565,87.04617823,0.531878027,106.3756054,87.57805626,0.591
-41.59999996,0.650536,17410.92542,87.0546271,0.508388199,101.6776398,87.5630153,0.584
-43.79999985,1.080616,17387.84075,86.93920373,0.542718974,108.5437948,87.4819227,0.562000002
-40.99999984,0.650536,17385.77714,86.92888569,0.494296641,98.8593282,87.42318233,0.590000002
-36.83333323,1.052616,17374.57491,86.87287457,0.550158235,110.031647,87.4230328,0.631666668
-42.33333317,1.080616,17355.61403,86.77807015,0.543112125,108.6224249,87.32118227,0.576666668
-45.73333336,0.650536,17360.69762,86.80348812,0.493677281,98.73545613,87.2971654,0.542666666
-35.0999999,1.080616,17350.94063,86.75470314,0.538128524,107.6257048,87.29283167,0.649000001
-41.23333321,1.080616,17340.66052,86.70330261,0.538027527,107.6055053,87.24133013,0.587666668
-41.30000003,0.650536,17334.51303,86.67256515,0.502193742,100.4387484,87.17475889,0.587
-41.76666668,1.080616,17326.74123,86.63370614,0.5407294,108.14588,87.17443554,0.582333333
-42.33333325,1.080616,17324.81487,86.62407434,0.534967988,106.9935976,87.15904233,0.576666667
-46.03333338,1.080616,17322.81137,86.61405686,0.539832238,107.9664476,87.1538891,0.539666666
-43.53333331,1.080616,17322.59542,86.61297712,0.539245306,107.8490611,87.15222243,0.564666667
-42.13333317,0.650536,17326.77573,86.63387867,0.502493688,100.4987376,87.13637235,0.578666668
-40.9666666,1.080616,17313.26242,86.56631208,0.539807723,107.9615446,87.1061198,0.590333334
-43.2,0.650536,17310.75614,86.55378068,0.497128216,99.42564317,87.05090889,0.568
-38.33333325,0.837576,17301.39889,86.50699447,0.52655405,105.31081,87.03354852,0.616666667
-31.86666662,1.080616,17286.1348,86.43067399,0.537047202,107.4094404,86.96772119,0.681333334
-38.90000006,0.650536,17292.34312,86.46171562,0.505525463,101.1050926,86.96724109,0.610999999
-39.89999998,1.080616,17283.11843,86.41559214,0.539190968,107.8381937,86.9547831,0.601
-39.53333321,0.837576,17277.97494,86.38987469,0.533595455,106.7190909,86.92347014,0.604666668
-39.16666667,1.080616,17273.65801,86.36829005,0.538082835,107.6165669,86.90637289,0.608333333
-42.5666665,0.650536,17271.59727,86.35798636,0.502773947,100.5547895,86.86076031,0.574333335
-42.13333327,1.080616,17261.41101,86.30705505,0.539383374,107.8766748,86.84643842,0.578666667
-41.13333324,1.080616,17260.00566,86.30002831,0.541276089,108.2552178,86.8413044,0.588666668
-42.29999987,1.080616,17259.41653,86.29708266,0.541010981,108.2021962,86.83809364,0.577000001
-38.79999991,0.837576,17256.41564,86.2820782,0.536842954,107.3685908,86.81892116,0.612000001
-39.60000005,1.080616,17256.94772,86.28473861,0.531892111,106.3784221,86.81663072,0.603999999
-42.46666665,0.650536,17261.65637,86.30828187,0.497345185,99.46903706,86.80562706,0.575333334
-42.13333335,1.080616,17250.93432,86.25467159,0.54153269,108.306538,86.79620428,0.578666666
-39.16666654,0.837576,17247.97082,86.23985412,0.531757351,106.3514703,86.77161147,0.608333335
-37.99999986,1.080616,17236.74777,86.18373883,0.538380848,107.6761695,86.72211968,0.620000001
-43.20000004,1.080616,17227.54749,86.13773747,0.53647167,107.294334,86.67420914,0.568
-43.90000001,0.650536,17232.34064,86.16170318,0.493830972,98.76619441,86.65553415,0.561
-40.49999985,1.080616,17216.92772,86.0846386,0.544956056,108.9912111,86.62959466,0.595000002
-44.56666655,0.650536,17218.37035,86.09185173,0.488743247,97.74864946,86.58059498,0.554333334
-39.93333328,1.080616,17207.39034,86.03695169,0.534970748,106.9941497,86.57192244,0.600666667
-41.93333318,1.080616,17205.19436,86.02597178,0.536336119,107.2672238,86.5623079,0.580666668
-45.53333329,0.650536,17212.18022,86.06090112,0.491639871,98.32797425,86.55254099,0.544666667
-40.53333334,0.650536,17201.83301,86.00916507,0.504674894,100.9349789,86.51383996,0.594666667
-44.6333333,0.650536,17202.44505,86.01222525,0.493531428,98.70628561,86.50575668,0.553666667
-43.99999995,0.650536,17202.99157,86.01495787,0.486194851,97.23897014,86.50115272,0.560000001
-38.79999995,0.837576,17190.51421,85.95257103,0.532517372,106.5034744,86.48508841,0.612000001
-41.80000001,1.080616,17178.06413,85.89032067,0.529451515,105.890303,86.41977219,0.582
-45.26666655,0.650536,17182.36394,85.91181971,0.49666043,99.33208602,86.40848014,0.547333334
-41.83333329,0.650536,17179.8077,85.89903851,0.49215654,98.43130793,86.39119505,0.581666667
-42.4999999,0.650536,17179.02869,85.89514345,0.489168102,97.83362048,86.38431155,0.575000001
-42.46666655,0.650536,17176.61628,85.88308139,0.49670854,99.34170791,86.37978993,0.575333334
-44.69999996,0.650536,17168.49837,85.84249186,0.489713599,97.9427198,86.33220546,0.553
-39.1,0.837576,17152.77595,85.76387977,0.53584192,107.1683839,86.29972169,0.609
-44.10000002,0.650536,17153.67731,85.76838656,0.492270143,98.45402854,86.2606567,0.559
-42.06666666,0.650536,17149.61424,85.74807118,0.493635922,98.72718436,86.2417071,0.579333333
-44.66666652,0.650536,17146.35207,85.73176033,0.491810548,98.36210966,86.22357088,0.553333335
-41.76666663,0.650536,17144.80836,85.72404182,0.487001029,97.40020582,86.21104285,0.582333334
-43.59999989,0.650536,17143.48444,85.71742221,0.484692224,96.93844489,86.20211444,0.564000001
-41.66666652,0.650536,17139.49947,85.69749733,0.50202128,100.4042561,86.19951861,0.583333335
-41.63333337,0.650536,17136.47557,85.68237786,0.492801886,98.56037719,86.17517974,0.583666666
-39.2666666,0.837576,17124.048,85.62023998,0.530054178,106.0108355,86.15029416,0.607333334
-44.93333318,0.650536,17129.74956,85.64874779,0.496817975,99.36359508,86.14556577,0.550666668
